tstamp,age,gender,race,industry,title,annual_salary,currency,country,us_state,city,years_prof_work,years_field_work,education
2021-04-29 23:28:00,25-34,Woman,Asian or Asian American,Insurance,Senior Product Manager,130000,USD,US,Ohio,Remote,2 - 4 years,2 - 4 years,College degree
2021-04-29 23:30:00,25-34,Woman,White,Education (Higher Education),HR Consultant,68000,USD,US,Texas,Waco,5-7 years,2 - 4 years,Master's degree
2021-04-29 23:30:00,55-64,Woman,White,Education (Higher Education),Executive Assistant,49000,GBP,US,Ohio,Cincinnati,21 - 30 years,11 - 20 years,Master's degree
2021-04-29 23:31:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Property or Construction,Architectural Designer,60000,USD,US,Florida,Orlando,5-7 years,5-7 years,College degree
2021-04-29 23:32:00,25-34,Woman,White,Nonprofits,"Associate Director, Culture and Talent",82000,USD,US,District of Columbia,Washington DC ,8 - 10 years,5-7 years,Master's degree
2021-04-29 23:32:00,25-34,Woman,Asian or Asian American,Law,Client Services Director ,55120,USD,US,California,Los Angeles,5-7 years,5-7 years,College degree
2021-04-29 23:33:00,45-54,Woman,White,Government and Public Administration,Human Resources Analyst,63204,USD,US,California,Fort Bragg,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 23:36:00,25-34,Woman,Asian or Asian American,Computing or Tech,Business Applications Delivery Manager,119161,USD,US,Virginia,McLean,5-7 years,5-7 years,College degree
2021-04-29 23:37:00,45-54,Woman,White,Recruitment or HR,Director of Human Resources ,90000,USD,US,Florida,Sarasota,11 - 20 years,11 - 20 years,College degree
2021-04-29 23:38:00,25-34,Woman,White,Health care,Registered Behavior Technician (RBT),34000,USD,US,Arizona,Tucson,2 - 4 years,2 - 4 years,College degree
2021-04-29 23:39:00,45-54,Woman,White,Government and Public Administration,Human Resources Analyst,63204,USD,US,California,Fort Bragg,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 23:41:00,25-34,Woman,Black or African American,Recruitment or HR,Implementation Specialist ,40000,USD,US,Virginia,Norfolk,5-7 years,2 - 4 years,College degree
2021-04-29 23:43:00,25-34,Woman,White,Engineering or Manufacturing,Material & Process Engineering Manager,176000,USD,US,California,Palmdale,8 - 10 years,8 - 10 years,Master's degree
2021-04-29 23:47:00,35-44,Woman,White,Education (Higher Education),Librarian ,85000,USD,US,California,Irvine ,11 - 20 years,8 - 10 years,Master's degree
2021-04-29 23:47:00,25-34,Woman,White,Computing or Tech,Computer programmer,170000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,College degree
2021-04-29 23:50:00,35-44,Woman,White,Education (Higher Education),Career Advisor,55000,USD,US,Maryland,Baltimore,11 - 20 years,5-7 years,Master's degree
2021-04-29 23:50:00,45-54,Woman,White,Health care,Director of Oncology Project Management ,220000,USD,US,Georgia,Atlanta ,21 - 30 years,21 - 30 years,Master's degree
2021-04-29 23:50:00,25-34,Woman,White,Education (Higher Education),IRB Administrator ,64000,USD,US,Massachusetts,Chestnut Hill,8 - 10 years,5-7 years,Master's degree
2021-04-29 23:51:00,25-34,Woman,White,"Accounting, Banking & Finance",Associate VP,135000,USD,US,New York,New York,8 - 10 years,5-7 years,Master's degree
2021-04-29 23:51:00,55-64,Woman,White,Law,Attorney ,130000,USD,US,New Jersey,Haddonfield ,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)"
2021-04-29 23:57:00,25-34,Woman,Asian or Asian American,Computing or Tech,Senior Program Manager,120000,USD,US,New York,New York,8 - 10 years,5-7 years,Master's degree
2021-04-29 23:57:00,35-44,Woman,White,Education (Higher Education),Library Specialist,35064,USD,US,Texas,Fort Worth,8 - 10 years,8 - 10 years,College degree
2021-04-29 23:59:00,35-44,Woman,White,"Accounting, Banking & Finance",Human Resources ,37900,USD,US,Colorado,CENTRAL CITY ,8 - 10 years,1 year or less,College degree
2021-04-30 00:02:00,25-34,Woman,White,Computing or Tech,Operations Analyst,69000,USD,US,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree
2021-04-30 00:09:00,18-24,Woman,Asian or Asian American,Engineering or Manufacturing,Materials Engineer,97000,USD,US,California,San Jose,2 - 4 years,2 - 4 years,College degree
2021-04-30 00:10:00,25-34,Other or prefer not to answer,White,Engineering or Manufacturing,Supplier Quality Manager,122500,USD,US,Connecticut,Windsor Locks,11 - 20 years,8 - 10 years,Master's degree
2021-04-30 00:11:00,35-44,Woman,White,Education (Higher Education),Discovery & Resource Management Systems Coordinator (Librarian III) ,73000,USD,US,Massachusetts,Amherst,11 - 20 years,11 - 20 years,Master's degree
2021-04-30 00:11:00,45-54,Woman,White,Animal Care,Managing veterinarian ,155000,USD,US,California,East Bay,31 - 40 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-30 00:11:00,35-44,Woman,White,"Marketing, Advertising & PR",Senior Account Supervisor,101700,USD,US,Texas,Austin,11 - 20 years,11 - 20 years,College degree
2021-04-30 00:15:00,35-44,Man,White,Education (Higher Education),Systems Engineer,70500,USD,US,Kansas,Lawrence,11 - 20 years,11 - 20 years,Master's degree
2021-04-30 00:19:00,25-34,Woman,White,Recruitment or HR,Benefits Specialist,62400,USD,US,Washington,Seattle,8 - 10 years,8 - 10 years,Master's degree
2021-04-30 00:25:00,25-34,Woman,White,Computing or Tech,"Sr. Manager, Customer Success",207600,USD,US,California,San Francisco,8 - 10 years,8 - 10 years,College degree
2021-04-30 00:25:00,35-44,Woman,White,Government and Public Administration,Supervisory Librarian,97000,USD,US,District of Columbia,DC,11 - 20 years,8 - 10 years,Master's degree
2021-04-30 00:29:00,35-44,Woman,White,Nonprofits,Program Manager,80700,USD,US,Colorado,Lakewood,11 - 20 years,1 year or less,Master's degree
2021-04-30 00:29:00,18-24,Woman,White,Computing or Tech,Software Engineer,141750,USD,US,California,San Mateo,1 year or less,1 year or less,College degree
2021-04-30 00:32:00,18-24,Man,White,Business or Consulting,Consultant ,89000,USD,US,District of Columbia,DC,2 - 4 years,2 - 4 years,College degree
2021-04-30 00:32:00,45-54,Woman,Black or African American,Education (Higher Education),Benefits Specialist ,52000,USD,US,Illinois,Chicago,11 - 20 years,8 - 10 years,College degree
2021-04-30 00:42:00,35-44,Woman,Middle Eastern or Northern African,Business or Consulting,Manager,140000,USD,US,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree
2021-04-30 00:44:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Utilities & Telecommunications,Supply Chain Manager,140000,USD,US,California,San Francisco,11 - 20 years,5-7 years,College degree
2021-04-30 00:47:00,35-44,Woman,White,"Accounting, Banking & Finance",Human Resources Administrator ,72000,USD,US,California,Oceanside ,11 - 20 years,5-7 years,Master's degree
2021-04-30 00:47:00,35-44,Woman,White,Computing or Tech,Data warehouse operations analyst ,70000,USD,US,Virginia,"Fairfax, va",11 - 20 years,5-7 years,College degree
2021-04-30 00:51:00,25-34,Woman,Black or African American,Health care,Unit secretary ,20000,USD,US,Louisiana,Hammond,11 - 20 years,1 year or less,Some college
2021-04-30 00:55:00,35-44,Woman,Asian or Asian American,Health care,human resources business partner,125000,USD,US,California,san francisco,8 - 10 years,8 - 10 years,Master's degree
2021-04-30 00:58:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Recruitment or HR,Associate Manager- HR Operations,90000,USD,US,New Jersey, Berkley Heights ,5-7 years,5-7 years,Master's degree
2021-04-30 00:59:00,18-24,Woman,"Hispanic, Latino, or Spanish origin",Engineering or Manufacturing,Process Safety Engineer,95000,USD,US,California,Palo Alto,2 - 4 years,2 - 4 years,College degree
2021-04-30 01:31:00,35-44,Non-binary,White,Computing or Tech,Software developer ,74860,USD,US,Idaho,Boise ,11 - 20 years,11 - 20 years,College degree
2021-04-30 01:32:00,25-34,Man,White,Utilities & Telecommunications,Data Analyst,66000,USD,US,Washington,Spokane,5-7 years,5-7 years,College degree
2021-04-30 01:41:00,25-34,Woman,White,Retail,Customer Experience Associate,53000,USD,US,New York,Nyc,8 - 10 years,5-7 years,College degree
2021-04-30 01:44:00,25-34,Woman,White,"Marketing, Advertising & PR",Account Manager,60000,USD,US,Pennsylvania,Philadelphia,8 - 10 years,5-7 years,College degree
2021-04-30 01:45:00,18-24,Woman,White,Recruitment or HR,Human Resources Manager,45760,USD,US,Kentucky,Henderson,2 - 4 years,2 - 4 years,College degree
2021-04-30 01:46:00,35-44,Woman,White,Health care,Senior Account Executive ,121000,USD,US,Nebraska,St. Louis ,8 - 10 years,8 - 10 years,Master's degree
2021-04-30 01:46:00,35-44,Woman,White,"Accounting, Banking & Finance",Accountant,51000,USD,US,North Carolina,Morrisville,21 - 30 years,11 - 20 years,College degree
2021-04-30 01:52:00,25-34,Woman,White,Health care,Implementation Manager,104000,USD,US,Minnesota,minneapolis,8 - 10 years,5-7 years,College degree
2021-04-30 01:58:00,35-44,Man,Asian or Asian American,Engineering or Manufacturing,Quality Engineer,67200,USD,US,Colorado,Colorado Springs,21 - 30 years,8 - 10 years,Some college
2021-04-30 02:01:00,25-34,Non-binary,White,Utilities & Telecommunications,Data Processor,29661,USD,US,Washington,Spokane,8 - 10 years,2 - 4 years,High School
2021-04-30 02:06:00,35-44,Man,White,Education (Higher Education),Operations Manager,50000,USD,US,Pennsylvania,Philadelphia,11 - 20 years,5-7 years,Master's degree
2021-04-30 02:06:00,25-34,Woman,Asian or Asian American,Engineering or Manufacturing,Process Engineer,118000,USD,US,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree
2021-04-30 02:07:00,35-44,Woman,Black or African American,Education (Higher Education),Academic Advisor ,55000,USD,US,Michigan,Detroit,8 - 10 years,5-7 years,Master's degree
2021-04-30 02:10:00,25-34,Woman,White,Business or Consulting,Director,125000,USD,US,Illinois,Chicago,8 - 10 years,2 - 4 years,Master's degree
2021-04-30 02:14:00,45-54,Woman,White,Computing or Tech,Data Strategy & Analytics Consultant,119000,USD,US,Washington,Seattle,11 - 20 years,8 - 10 years,Master's degree
2021-04-30 02:15:00,35-44,Woman,White,Government and Public Administration,Director of Marketing and Communications,119000,USD,US,Texas,Austin,11 - 20 years,11 - 20 years,College degree
2021-04-30 02:22:00,35-44,Woman,Another option not listed here or prefer not to answer,"Accounting, Banking & Finance",Senior Accountant ,89500,USD,US,California,Sacramento,2 - 4 years,8 - 10 years,College degree
2021-04-30 02:30:00,18-24,Woman,White,Computing or Tech,Solution Support Analyst,45000,USD,US,Missouri,Springfield,2 - 4 years,2 - 4 years,College degree
2021-04-30 02:34:00,45-54,Woman,White,Property or Construction,Project Accountant ,66500,USD,US,California,Anaheim,21 - 30 years,21 - 30 years,High School
2021-04-30 02:37:00,25-34,Woman,White,Hospitality & Events,Camp Director,45000,USD,US,Idaho,Rexburg,5-7 years,5-7 years,College degree
2021-04-30 03:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Human Resources Manager ,86600,USD,US,Missouri,Joplin,11 - 20 years,8 - 10 years,Master's degree
2021-04-30 03:09:00,25-34,Man,White,Education (Primary/Secondary),High School Band Teacher ,50000,USD,US,Colorado,Denver,2 - 4 years,2 - 4 years,Master's degree
2021-04-30 03:12:00,35-44,Woman,White,"Accounting, Banking & Finance",Payroll Administrator ,98000,USD,US,Utah,Ogden,11 - 20 years,8 - 10 years,Some college
2021-04-30 03:12:00,25-34,Woman,"Hispanic, Latino, or Spanish origin",Engineering or Manufacturing,Production Engineer,80000,USD,US,Massachusetts,Cambridge,2 - 4 years,2 - 4 years,College degree
2021-04-30 03:12:00,35-44,Woman,White,Nonprofits,HR Director ,89000,USD,US,California,San Luis Obispo ,11 - 20 years,11 - 20 years,Some college
2021-04-30 03:20:00,25-34,Non-binary,White,Business or Consulting,Consumer Back Office Representative- Financials,35360,USD,US,Washington,Redmond,8 - 10 years,1 year or less,College degree
2021-04-30 03:31:00,35-44,Woman,White,Computing or Tech,Senior Software Engineer,185000,USD,US,Illinois,Chicago,11 - 20 years,8 - 10 years,Some college
2021-04-30 03:33:00,35-44,Man,White,Sales,sales associate,53000,USD,US,Arizona,Tucson,11 - 20 years,2 - 4 years,College degree
2021-04-30 03:38:00,25-34,Man,White,Engineering or Manufacturing,Aerospace Engineer,80000,USD,US,Alabama,Huntsville,2 - 4 years,2 - 4 years,Master's degree
2021-04-30 03:41:00,25-34,Woman,White,Computing or Tech,Senior product manager,300000,USD,US,Washington,Seattle,5-7 years,5-7 years,College degree
2021-04-30 03:50:00,25-34,Woman,Asian or Asian American,Government and Public Administration,City Planner,85000,USD,US,New York,New York City,8 - 10 years,8 - 10 years,Master's degree
2021-04-30 03:54:00,25-34,Woman,White,Computing or Tech,Senior Software Engineer,115000,USD,US,Oregon,Portland,11 - 20 years,11 - 20 years,Some college
2021-04-30 04:11:00,25-34,Woman,White,Entertainment,Senior product marketing manager ,165000,USD,US,California,LA,11 - 20 years,8 - 10 years,College degree
2021-04-30 04:25:00,45-54,Woman,White,"Accounting, Banking & Finance",QA Representative ,37000,USD,US,California,Los Angeles ,21 - 30 years,5-7 years,College degree
2021-04-30 04:48:00,18-24,Woman,Asian or Asian American,Computing or Tech,Software Engineer,135000,USD,US,New York,New York City,2 - 4 years,2 - 4 years,College degree
2021-04-30 05:06:00,35-44,Woman,White,Computing or Tech,"Senior Director, Data Engineering",220000,USD,US,Massachusetts,Cambridge,11 - 20 years,11 - 20 years,Master's degree
2021-04-30 05:12:00,35-44,Woman,"Hispanic, Latino, or Spanish origin",Engineering or Manufacturing,HR and Compensation Analyst,80000,USD,US,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree
2021-04-30 05:23:00,25-34,Woman,White,Education (Higher Education),Manager,68000,USD,US,Illinois,Chicago,5-7 years,5-7 years,Master's degree
2021-04-30 05:35:00,25-34,Woman,Asian or Asian American,Computing or Tech,Product Strategy and Marketing Manager,180000,USD,US,California,San Francisco,5-7 years,5-7 years,College degree
2021-04-30 05:55:00,35-44,Woman,White,Computing or Tech,Principal Software Engineer,175000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree
2021-04-30 06:01:00,25-34,Woman,White,Engineering or Manufacturing,Electrical Engineer,145000,USD,US,Washington,Redmond ,5-7 years,5-7 years,College degree
2021-04-30 06:13:00,25-34,Woman,White,"Marketing, Advertising & PR",Communications Specialist,55000,USD,US,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree
2021-04-30 06:13:00,35-44,Woman,Black or African American,Law,Compliance Manager,145000,USD,US,New York,New York,11 - 20 years,11 - 20 years,Master's degree
2021-04-30 06:23:00,45-54,Woman,White,Education (Primary/Secondary),Tech integration specialist,98000,USD,US,Washington,Tacoma,21 - 30 years,11 - 20 years,Master's degree
2021-04-30 06:33:00,25-34,Woman,White,Government and Public Administration,Contract Branch Manager,91000,USD,US,Indiana,Bloomington,8 - 10 years,5-7 years,Master's degree
2021-04-30 06:42:00,55-64,Woman,White,Engineering or Manufacturing,Quality Assurance Specialist ,72000,USD,US,Minnesota,Minneapolis ,21 - 30 years,5-7 years,College degree
2021-04-30 06:55:00,25-34,Woman,White,"Accounting, Banking & Finance",Financial Manager,141000,USD,US,California,Los Angeles,8 - 10 years,8 - 10 years,College degree
2021-04-30 06:56:00,35-44,Woman,White,"Marketing, Advertising & PR",Digital Marketing Manager,120000,USD,US,California,Los Angeles,8 - 10 years,8 - 10 years,Master's degree
2021-04-30 07:07:00,25-34,Woman,White,Computing or Tech,Senior Data Scientist,154000,USD,US,California,SF,5-7 years,5-7 years,College degree
2021-04-30 07:09:00,45-54,Woman,White,Computing or Tech,"Senior Manager, Engineering ",230000,USD,US,Oregon,Portland,21 - 30 years,21 - 30 years,College degree
2021-04-30 07:09:00,25-34,Woman,White,Insurance,"Program Manager, Foundation and CSR",140000,USD,US,California,San Francisco,8 - 10 years,8 - 10 years,Master's degree
2021-04-30 07:11:00,35-44,Man,White,Insurance,System Administrator,141000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,College degree
2021-04-30 07:19:00,35-44,Woman,White,"Accounting, Banking & Finance",Manager,210000,USD,US,California,San Francisco,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)"
2021-04-30 07:23:00,35-44,Man,"Hispanic, Latino, or Spanish origin",Law,Legal Support Assistant ,67600,USD,US,California,Los Angeles ,21 - 30 years,2 - 4 years,Some college
2021-04-30 07:24:00,35-44,Woman,White,Media & Digital,Writer,16000,USD,US,Washington,Seattle,21 - 30 years,11 - 20 years,Master's degree
2021-04-30 07:26:00,25-34,Woman,Another option not listed here or prefer not to answer,"Accounting, Banking & Finance",Product Manager,88000,USD,US,Ohio,Cleveland,5-7 years,2 - 4 years,College degree
2021-04-30 07:26:00,45-54,Woman,White,Business or Consulting,Content Writer,125000,USD,US,Oregon,Silverton,21 - 30 years,21 - 30 years,Master's degree
2021-04-30 07:28:00,35-44,Woman,White,Recruitment or HR,HR Consultant,84000,USD,US,Washington,Seattle,11 - 20 years,11 - 20 years,College degree
2021-04-30 07:30:00,25-34,Woman,White,Computing or Tech,Director of Customer Experience,120000,USD,US,New Hampshire,Remote job,5-7 years,5-7 years,College degree
2021-04-30 07:30:00,45-54,Man,White,Computing or Tech,Senior Software Engineer,144000,USD,US,Colorado,Boulder,21 - 30 years,21 - 30 years,College degree
2021-04-30 07:34:00,25-34,Woman,White,Media & Digital,Editor,63000,USD,US,Oregon,Salem,5-7 years,5-7 years,
2021-04-30 07:35:00,35-44,Man,White,Computing or Tech,Senior Software Engineer,145000,USD,US,Oregon,Portland,11 - 20 years,5-7 years,Some college
2021-04-30 07:38:00,25-34,Man,White,Computing or Tech,Lead Software Engineer,159000,USD,US,Washington,Seattle,8 - 10 years,8 - 10 years,College degree
