tstamp,age,gender,race,industry,title,annual_salary,currency,country,us_state,city,years_prof_work,years_field_work,education
2021-04-27 12:02:00,25-34,Non-binary,White,Nonprofits,Office & Communications Assistant,43680,USD,US,Oregon,Portland,8 - 10 years,5-7 years,College degree
2021-04-27 12:02:00,35-44,Woman,White,Education (Higher Education),Public Records Officer,75725,USD,US,Oregon,Eugene,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:02:00,35-44,Woman,White,Nonprofits,Conferences Event Manager,68000,USD,US,Virginia,District of Columbia,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:02:00,35-44,Woman,White,"Accounting, Banking & Finance",Personal banker ,42000,USD,US,Florida,Melbourne ,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:02:00,25-34,Woman,Black or African American,Government and Public Administration,Senior Communications Specialist,130000,USD,US,District of Columbia,DC,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:02:00,35-44,Woman,White,Publishing,Coordinating Producer,70000,USD,US,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree
2021-04-27 12:02:00,35-44,Woman,White,Education (Higher Education),Librarian,58000,USD,US,Michigan,East Lansing,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:02:00,35-44,Woman,White,Education (Primary/Secondary),Coordinator,83262,USD,US,New York,Buffalo,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:02:00,35-44,Man,White,Engineering or Manufacturing,Manager of Mechanical Engineering,116000,USD,US,Nebraska,Lincoln,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:02:00,18-24,Woman,White,Business or Consulting,Senior Technology Consultant,84000,USD,US,Georgia,Atlanta,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:03:00,35-44,Woman,White,Education (Higher Education),Associate Professor,72000,USD,US,Virginia,Norfolk,21 - 30 years,21 - 30 years,PhD
2021-04-27 12:03:00,55-64,Woman,White,"Accounting, Banking & Finance",Vice President,106000,USD,US,New York,New York,31 - 40 years,31 - 40 years,College degree
2021-04-27 12:03:00,35-44,Man,White,Health care,Grant Offier ,94640,USD,US,Oregon,Portland ,11 - 20 years,11 - 20 years,Some college
2021-04-27 12:03:00,35-44,Woman,White,Engineering or Manufacturing,Senior Field Application Engineer,100597,USD,US,Minnesota,Plymouth,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:03:00,35-44,Woman,White,"Accounting, Banking & Finance",Compliance Manager,80000,USD,US,Tennessee,Tennessee,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:03:00,55-64,Woman,White,Engineering or Manufacturing,HR GENERALIST ,91000,USD,US,Maryland,Baltimore,31 - 40 years,31 - 40 years,High School
2021-04-27 12:03:00,25-34,Woman,White,Education (Higher Education),Talent acquisition specialist ,65000,USD,US,Michigan,Flint,11 - 20 years,2 - 4 years,Master's degree
2021-04-27 12:03:00,25-34,Woman,White,Education (Higher Education),Assistant Professor,52000,USD,US,Nebraska,Kearney,2 - 4 years,2 - 4 years,PhD
2021-04-27 12:03:00,35-44,Woman,White,Health care,Quality Assurance,96000,USD,US,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:03:00,35-44,Woman,White,"Marketing, Advertising & PR",Media Buyer,60000,USD,US,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:03:00,35-44,Woman,Asian or Asian American,Health care,Director of Grants Admin,92000,USD,US,New York,New York,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:03:00,35-44,Non-binary,White,Property or Construction,Operations Assistant,62500,USD,US,Virginia,McLean,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:03:00,25-34,Woman,White,Business or Consulting,Engagement Manager,100000,USD,US,Virginia,Reston,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 12:03:00,35-44,Woman,White,Education (Higher Education),Assistant professor,58510,USD,US,Kentucky,Louisville,8 - 10 years,8 - 10 years,PhD
2021-04-27 12:03:00,25-34,Woman,White,Health care,Senior Compliance Coordinator ,57000,USD,US,Iowa,Coralville,5-7 years,1 year or less,PhD
2021-04-27 12:03:00,25-34,Other or prefer not to answer,White,Computing or Tech,Software Engineer,140000,USD,US,Washington,Seattle,5-7 years,2 - 4 years,Some college
2021-04-27 12:03:00,35-44,Woman,White,Computing or Tech,Senior eLearning Developer,133000,USD,US,California,San Francisco ,21 - 30 years,8 - 10 years,College degree
2021-04-27 12:03:00,35-44,Woman,White,Nonprofits,Executive Director,51000,USD,US,Maine,Bethel,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:03:00,25-34,Woman,Black or African American,Health care,Clinical Research Monitor,73405,USD,US,Massachusetts,Boston,8 - 10 years,5-7 years,College degree
2021-04-27 12:03:00,25-34,Woman,White,Computing or Tech,"Director, Professional Services",126500,USD,US,Wisconsin,Milwaukee,11 - 20 years,5-7 years,Master's degree
2021-04-27 12:03:00,35-44,Woman,Black or African American,Social Work,Foster Care Specialist ,43000,USD,US,Tennessee,Memphis,5-7 years,2 - 4 years,Master's degree
2021-04-27 12:03:00,25-34,Woman,White,Media & Digital,Associate editor,40000,USD,US,Minnesota,Minneapolis,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:03:00,35-44,Woman,White,Education (Higher Education),Senior Lecturer ,50000,USD,US,Michigan,Detroit,11 - 20 years,11 - 20 years,PhD
2021-04-27 12:03:00,55-64,Woman,White,Nonprofits,Director of Faith Formation ,55000,USD,US,Massachusetts,Boston,31 - 40 years,21 - 30 years,Master's degree
2021-04-27 12:03:00,35-44,Woman,White,"Accounting, Banking & Finance",Administrative Support ,50000,USD,US,Michigan,Lansing,11 - 20 years,8 - 10 years,Some college
2021-04-27 12:03:00,55-64,Woman,White,Education (Primary/Secondary),University Library Dean,180600,USD,US,California,,31 - 40 years,21 - 30 years,Master's degree
2021-04-27 12:03:00,18-24,Woman,White,Retail,Cashier/Clerk,18720,USD,US,Utah,Riverdale,1 year or less,1 year or less,College degree
2021-04-27 12:03:00,25-34,Woman,White,Education (Higher Education),Business Coordinator,56000,USD,US,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:03:00,25-34,Woman,White,Business or Consulting,Senior Analyst,54313,USD,US,Oregon,Portland,8 - 10 years,2 - 4 years,College degree
2021-04-27 12:03:00,55-64,Woman,White,Business or Consulting,Manager of Healthcare Audits,90000,USD,US,North Carolina,Raleigh,31 - 40 years,5-7 years,College degree
2021-04-27 12:03:00,25-34,Woman,White,"Marketing, Advertising & PR",copywriter and editor,40000,USD,US,Utah,Orem,5-7 years,5-7 years,College degree
2021-04-27 12:03:00,55-64,Woman,White,Engineering or Manufacturing,Admin Asst/Tech Writer,38000,USD,US,Wisconsin,Somerset,41 years or more,5-7 years,College degree
2021-04-27 12:03:00,45-54,Woman,White,Health care,Medical office coordinator ,43000,USD,US,Pennsylvania,Abington ,21 - 30 years,21 - 30 years,Some college
2021-04-27 12:04:00,25-34,Man,White,Law,Lawyer,70000,USD,US,Indiana,South Bend,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:04:00,45-54,Man,White,Engineering or Manufacturing,Metrologist,67500,USD,US,Michigan,Grand Haven,31 - 40 years,21 - 30 years,Some college
2021-04-27 12:04:00,35-44,Woman,Black or African American,"Accounting, Banking & Finance",Proposal Manager,90100,USD,US,Illinois,Chicago,21 - 30 years,5-7 years,Master's degree
2021-04-27 12:04:00,35-44,Woman,White,Nonprofits,HR Director,69000,USD,US,California,Watsonville,8 - 10 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Engineering or Manufacturing,Supervisory Mechanical Engineer,116000,USD,US,Georgia,Savannah,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:04:00,25-34,Man,White,Computing or Tech,Customer Success Manager,65000,USD,US,Virginia,Arlington,8 - 10 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Government and Public Administration,Internal Communications Director,110000,USD,US,District of Columbia,Washington ,21 - 30 years,11 - 20 years,Master's degree
2021-04-27 12:04:00,35-44,Woman,White,Government and Public Administration,Environmental Protection Specialist,95000,USD,US,West Virginia,Charleston,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:04:00,35-44,Woman,White,Health care,A/R Analyst,86000,USD,US,Illinois,North Chicago,21 - 30 years,5-7 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Government and Public Administration,Fiscal Analyst,120000,USD,US,,,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:04:00,45-54,Woman,White,Government and Public Administration,Program Manager,53066,USD,US,Missouri,St. Louis,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:04:00,25-34,Woman,White,Business or Consulting,Environmental Planner ,62500,USD,US,New Jersey,Newark,2 - 4 years,2 - 4 years,Master's degree
2021-04-27 12:04:00,35-44,Woman,White,Education (Higher Education),Research Integrity Manager,66000,USD,US,Pennsylvania,,21 - 30 years,8 - 10 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Health care,Nurse practitioner,115000,USD,US,Vermont,Greenfield,11 - 20 years,5-7 years,Master's degree
2021-04-27 12:04:00,25-34,Woman,White,Engineering or Manufacturing,Associate Scientist ,47000,USD,US,Michigan,Ann Arbor,8 - 10 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Education (Primary/Secondary),occupational therapist,73500,USD,US,New York,New York City,8 - 10 years,2 - 4 years,Master's degree
2021-04-27 12:04:00,25-34,Non-binary,White,Computing or Tech,Software Developer,39520,USD,US,Wisconsin,Milwaukee,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Sales,Sales manager,68600,USD,US,Colorado,Golden,11 - 20 years,11 - 20 years,Some college
2021-04-27 12:04:00,25-34,Woman,Asian or Asian American,Nonprofits,Social Listening Coordinator,60000,USD,US,Maryland,Silver Spring,8 - 10 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Law Enforcement & Security,Investigator ,100000,USD,US,Virginia,Leesburg,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:04:00,25-34,Man,White,Engineering or Manufacturing,Mechanical Designer,58000,USD,US,Pennsylvania,York,5-7 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Insurance,Claims Consultant,130000,USD,US,South Carolina,Home,11 - 20 years,1 year or less,"Professional degree (MD, JD, etc.)"
2021-04-27 12:04:00,25-34,Woman,White,Engineering or Manufacturing,Civil Engineer II,68000,USD,US,Michigan,Waterford,5-7 years,2 - 4 years,College degree
2021-04-27 12:04:00,35-44,Woman,White,Law,Deputy Legislative Counsel,120000,USD,US,California,Sacramento,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:04:00,18-24,Woman,White,Politics,Analyst,55000,USD,US,District of Columbia,Washington DC,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:04:00,45-54,Woman,White,Property or Construction,Project Administrator,42000,USD,US,New York,Syracuse,21 - 30 years,11 - 20 years,College degree
2021-04-27 12:04:00,25-34,Woman,White,Nonprofits,Program Manager,85000,USD,US,District of Columbia,Washington,5-7 years,5-7 years,College degree
2021-04-27 12:04:00,25-34,Woman,White,Government and Public Administration,Legislative Director,70000,USD,US,Oregon,Salem,5-7 years,2 - 4 years,College degree
2021-04-27 12:04:00,45-54,Woman,White,Law,Assistant Federal Public Defender,173000,USD,US,California,San Jose,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:04:00,18-24,Woman,Asian or Asian American,Computing or Tech,Engineering Associate ,100000,USD,US,Massachusetts,Boston ,1 year or less,1 year or less,College degree
2021-04-27 12:04:00,25-34,Man,White,"Accounting, Banking & Finance",Financial Advisor,95000,USD,US,North Carolina,Chapel Hill,5-7 years,5-7 years,College degree
2021-04-27 12:04:00,35-44,Man,White,Computing or Tech,DevSecOps Manager,145000,USD,US,Maryland,Columbia,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 12:04:00,35-44,Woman,White,Nonprofits,Program Officer,80000,USD,US,Maryland,Baltimore,11 - 20 years,5-7 years,Master's degree
2021-04-27 12:04:00,55-64,Woman,White,Computing or Tech,President and CEO,100000,USD,US,Pennsylvania,,41 years or more,31 - 40 years,Some college
2021-04-27 12:04:00,25-34,Woman,White,Business or Consulting,Policy Analyst,86000,USD,US,District of Columbia,Washington,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:04:00,25-34,Man,White,Nonprofits,Cost & Pricing Officer,92000,USD,US,District of Columbia,Washington,8 - 10 years,5-7 years,College degree
2021-04-27 12:04:00,35-44,Man,White,Computing or Tech,Web developer,63000,USD,US,Indiana,South Bend,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:04:00,25-34,Woman,White,Art & Design,Interior designer,57000,USD,US,California,Los Angeles ,11 - 20 years,2 - 4 years,College degree
2021-04-27 12:04:00,25-34,Woman,White,Nonprofits,Outreach,45000,USD,US,Arizona,Tucson,8 - 10 years,5-7 years,Master's degree
2021-04-27 12:05:00,25-34,Woman,White,"Accounting, Banking & Finance",Business Ops Analyst,77500,USD,US,Minnesota,St. Paul,5-7 years,2 - 4 years,College degree
2021-04-27 12:05:00,25-34,,White,"Marketing, Advertising & PR",Account Supervisor,76000,USD,US,Illinois,Chicago,8 - 10 years,5-7 years,College degree
2021-04-27 12:05:00,25-34,Woman,White,"Accounting, Banking & Finance",Investor Relations Associate,62000,USD,US,District of Columbia,Washington,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:05:00,55-64,Woman,White,Law,lawyer (Associate),215000,USD,US,California,San Diego,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:05:00,25-34,Woman,Black or African American,Government and Public Administration,Epidemiologist,52000,USD,US,Florida,Sanford,2 - 4 years,1 year or less,Master's degree
2021-04-27 12:05:00,25-34,Woman,White,Education (Primary/Secondary),Assessment Associate,58500,USD,US,New York,Brooklyn,5-7 years,2 - 4 years,Master's degree
2021-04-27 12:05:00,25-34,Man,Native American or Alaska Native,"Accounting, Banking & Finance",Human Resources ,41000,USD,US,North Carolina,Winston-Salem,2 - 4 years,1 year or less,College degree
2021-04-27 12:05:00,25-34,Woman,White,Education (Higher Education),Library Events and External Relations Assistant,48929,USD,US,California,Orange,2 - 4 years,2 - 4 years,PhD
2021-04-27 12:05:00,35-44,Man,White,Government and Public Administration,Environmental Health Specialist,112000,USD,US,California,Concord,21 - 30 years,11 - 20 years,College degree
2021-04-27 12:05:00,25-34,Woman,White,Computing or Tech,Product Manager,132600,USD,US,Washington,Seattle,11 - 20 years,5-7 years,PhD
2021-04-27 12:05:00,35-44,Woman,White,Energy,Safety Management Consultant,75000,USD,US,Texas,Houston,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:05:00,25-34,Woman,Black or African American,"Marketing, Advertising & PR",Market Research Manager,85000,USD,US,Massachusetts,Boston,8 - 10 years,5-7 years,Master's degree
2021-04-27 12:05:00,35-44,Woman,White,Social Work,Family Therapist,57000,USD,US,New Mexico,Albuquerque,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:05:00,25-34,Man,White,Retail,Store manager,42000,USD,US,Tennessee,Knoxville,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:05:00,35-44,Woman,White,Education (Higher Education),Resource Manager,59500,USD,US,New York,NYC,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:05:00,25-34,Woman,White,"Accounting, Banking & Finance",Director,150000,USD,US,California,Los Angeles,5-7 years,5-7 years,Master's degree
2021-04-27 12:05:00,35-44,Woman,White,Hospitality & Events,"Brewery Sales Manager, Beer Brand Manager",70000,USD,US,Washington,Seattle ,11 - 20 years,5-7 years,College degree
2021-04-27 12:05:00,35-44,Woman,White,Nonprofits,Director of Development,68000,USD,US,New York,New York,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:05:00,25-34,Woman,White,"Marketing, Advertising & PR",Marketing Coordinator,42000,USD,US,California,San Diego,2 - 4 years,2 - 4 years,Master's degree
2021-04-27 12:05:00,35-44,Woman,White,Engineering or Manufacturing,Associate Director of Quality,101000,USD,US,Iowa,Des Moines,21 - 30 years,8 - 10 years,College degree
2021-04-27 12:05:00,35-44,Man,White,Government and Public Administration,Communications Director ,110000,USD,US,Massachusetts,Falmouth,21 - 30 years,2 - 4 years,College degree
2021-04-27 12:05:00,35-44,Woman,White,Art & Design,Graphic artist ,89000,USD,US,New York,NYC,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:05:00,25-34,Woman,Another option not listed here or prefer not to answer,"Accounting, Banking & Finance",Sr. Financial Analyst,74000,USD,US,Wisconsin,Kenosha,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:05:00,55-64,Woman,White,Utilities & Telecommunications,Project Coordinator,62000,USD,US,Washington,Seattle,21 - 30 years,21 - 30 years,Some college
2021-04-27 12:05:00,35-44,Woman,White,Government and Public Administration,Quality Services Specialist,55000,USD,US,Wisconsin,Madison,11 - 20 years,5-7 years,College degree
2021-04-27 12:05:00,25-34,Woman,White,Government and Public Administration,Public affairs specialist ,46000,USD,US,West Virginia,Charleston,8 - 10 years,5-7 years,College degree
2021-04-27 12:05:00,25-34,Woman,White,Nonprofits,Communications Manager,45000,USD,US,Wisconsin,Madison,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:05:00,35-44,Woman,White,Art & Design,Curator,55000,USD,US,Missouri,St. Louis,11 - 20 years,5-7 years,PhD
2021-04-27 12:05:00,35-44,Woman,White,Government and Public Administration,Marketing Specialist,90000,USD,US,Colorado,Denver,21 - 30 years,11 - 20 years,College degree
2021-04-27 12:05:00,25-34,Woman,White,Nonprofits,"Manger, Consumer Programs",60000,USD,US,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree
2021-04-27 12:05:00,45-54,Woman,White,Utilities & Telecommunications,Operatons Director,62000,USD,US,Colorado,Denver,21 - 30 years,8 - 10 years,Some college
2021-04-27 12:05:00,25-34,Woman,Black or African American,Education (Primary/Secondary),Managing Director Data Science and Analytics ,115000,USD,US,Illinois,Chicago,8 - 10 years,1 year or less,Master's degree
2021-04-27 12:05:00,45-54,Woman,White,Property or Construction,Operations manager ,60000,USD,US,Virginia,Virginia Beach ,21 - 30 years,2 - 4 years,Some college
2021-04-27 12:05:00,25-34,Woman,White,Health care,Senior Analyst,84000,USD,US,California,San Diego,11 - 20 years,2 - 4 years,Master's degree
2021-04-27 12:05:00,25-34,Man,White,Computing or Tech,Senior Program Manager,182245,USD,US,Washington,Seattle,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:05:00,35-44,Woman,White,Nonprofits,Program Coordinator,61125,USD,US,Kentucky,Lexington,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:05:00,35-44,Woman,White,Education (Primary/Secondary),Instructional Aide,31435,USD,US,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:05:00,25-34,Woman,White,"Leisure, Sport & Tourism",Director of Guest Service,54000,USD,US,Florida,Tampa,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:05:00,35-44,Woman,White,"Accounting, Banking & Finance",Chief Accountant,78000,USD,US,Washington,Puyallup,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:05:00,25-34,Non-binary,White,"Libraries, Archives, Museums",Library Associate,29000,USD,US,South Carolina,Columbia,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:06:00,25-34,Woman,White,Education (Primary/Secondary),Ballet teacher,93600,USD,US,Ohio,Cleveland,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:06:00,35-44,Woman,White,Sales,Account executive ,130000,USD,US,Michigan,Ann Arbor,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:06:00,65 or over,Woman,White,Education (Higher Education),Director,78612,USD,US,Nebraska,Omaha,31 - 40 years,31 - 40 years,Master's degree
2021-04-27 12:06:00,45-54,Woman,White,Education (Higher Education),Professor,67000,USD,US,Wisconsin,La Crosse,21 - 30 years,11 - 20 years,PhD
2021-04-27 12:06:00,35-44,Woman,White,Transport or Logistics,Sourcing Project Manager,103000,USD,US,Minnesota,Minneapolis,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:06:00,25-34,Woman,White,Computing or Tech,Content Writer ,85000,USD,US,New York,New York,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:06:00,35-44,Man,Asian or Asian American,"Accounting, Banking & Finance",Accountant 1,45000,USD,US,Kansas,Wichita ,5-7 years,5-7 years,College degree
2021-04-27 12:06:00,25-34,Man,White,Education (Higher Education),Research Project Manager,50000,USD,US,Pennsylvania,State College,2 - 4 years,2 - 4 years,Master's degree
2021-04-27 12:06:00,25-34,Woman,White,Law,Paralegal,31200,USD,US,North Carolina,Charlotte,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:06:00,25-34,Woman,White,Education (Higher Education),Assistant Registrar,50003,USD,US,Minnesota,Minneapolis,5-7 years,2 - 4 years,College degree
2021-04-27 12:06:00,25-34,Woman,White,"Accounting, Banking & Finance",Senior third party risk analyst,100050,USD,US,California,San Francisco ,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:06:00,35-44,Woman,White,Law,Career Law Clerk,119600,USD,US,South Carolina,Columbia,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:06:00,25-34,Woman,White,Education (Higher Education),Curriculum Designer,65000,USD,US,Massachusetts,Cambridge,2 - 4 years,31 - 40 years,College degree
2021-04-27 12:06:00,25-34,Woman,White,Education (Higher Education),Case Manager,85000,USD,US,Arizona,Tempe,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:06:00,45-54,Man,White,Engineering or Manufacturing,Production Manager,130000,USD,US,New Jersey,Mountainside,11 - 20 years,11 - 20 years,Some college
2021-04-27 12:06:00,45-54,Woman,White,Law,Sr. eDiscovery Project Manager,85000,USD,US,Texas,San Antonio,21 - 30 years,21 - 30 years,College degree
2021-04-27 12:06:00,35-44,Woman,White,Insurance,Automotive Enthusiast Advisor,39300,USD,US,Michigan,Traverse City,11 - 20 years,2 - 4 years,College degree
2021-04-27 12:06:00,25-34,Woman,Asian or Asian American,"Accounting, Banking & Finance",Operations Analyst,150000,USD,US,New York,New York City,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:06:00,35-44,Woman,Asian or Asian American,Education (Higher Education),"Assistant Director, Operations & Events",55000,USD,US,Georgia,Atlanta,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:06:00,35-44,Woman,White,Government and Public Administration,Program Manager,65000,USD,US,Texas,Beaumont,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:06:00,35-44,Woman,White,Education (Higher Education),Instructor/NTT-Faculty,45000,USD,US,Oklahoma,Norman,11 - 20 years,21 - 30 years,PhD
2021-04-27 12:06:00,25-34,Man,White,Government and Public Administration,Program Specialist,48000,USD,US,Texas,Austin,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:38:00,45-54,Woman,White,Nonprofits,Director ,170000,USD,US,Virginia,Alexandria ,21 - 30 years,31 - 40 years,PhD
2021-04-27 12:06:00,25-34,Woman,White,Education (Primary/Secondary),Media Assistant,29120,USD,US,Indiana,Fort Wayne,5-7 years,2 - 4 years,College degree
2021-04-27 12:06:00,35-44,Woman,White,Business or Consulting,Senior Consultant,60000,USD,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:06:00,45-54,Man,White,Insurance,Product Coordinator,42000,USD,US,Texas,Lewisville,31 - 40 years,11 - 20 years,Master's degree
2021-04-27 12:06:00,45-54,Woman,White,Recruitment or HR,SVP HR,280000,USD,US,Washington,Seattle,21 - 30 years,21 - 30 years,Master's degree
2021-04-27 12:06:00,45-54,Woman,White,Law,Partner,312500,USD,US,Georgia,Atlanta,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:06:00,35-44,Woman,White,Education (Higher Education),Development/Advancement,145000,USD,US,New Jersey,Newark,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Nonprofits,Development Assistant,38300,USD,US,Kansas,Lawrence,2 - 4 years,2 - 4 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Art & Design,Senior Graphic Designer,60000,USD,US,Missouri,Kansas City,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:07:00,18-24,Woman,Native American or Alaska Native,Education (Primary/Secondary),Director of Operations,30000,USD,US,Oklahoma,Oklahoma City,2 - 4 years,2 - 4 years,Master's degree
2021-04-27 12:07:00,45-54,Woman,White,Government and Public Administration,Contract Manager,79000,USD,US,Tennessee,Nashville,21 - 30 years,5-7 years,Master's degree
2021-04-27 12:07:00,45-54,Woman,White,Health care,Physical Therapist,86000,USD,US,Maine,Waterville,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:07:00,25-34,Man,White,Education (Higher Education),Compensation Analyst,58000,USD,US,Texas,San Antonio,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Utilities & Telecommunications,Policy and Technology Specialist,84900,USD,US,California,Los Angeles,5-7 years,5-7 years,Master's degree
2021-04-27 12:07:00,35-44,Woman,White,Health care,Front Office Assistant,26250,USD,US,Virginia,Newport News,11 - 20 years,1 year or less,Some college
2021-04-27 12:07:00,25-34,Woman,White,Education (Higher Education),Admissions Advisor,52100,USD,US,New York,Syracuse,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,"Accounting, Banking & Finance",Senior Accountant,82400,USD,US,Minnesota,Minneapolis,5-7 years,5-7 years,
2021-04-27 12:07:00,25-34,Woman,White,Education (Primary/Secondary),College Counselor,54000,USD,US,Connecticut,Hartford,8 - 10 years,8 - 10 years,College degree
2021-04-27 12:07:00,35-44,Woman,White,Government and Public Administration,Immigration Officer,107146,USD,US,Virginia,Arlington,11 - 20 years,8 - 10 years,Master's degree
2021-04-27 12:07:00,35-44,Woman,White,"Accounting, Banking & Finance",Lead Accountant,65000,USD,US,Idaho,Boise,11 - 20 years,11 - 20 years,Master's degree
2021-04-27 12:07:00,25-34,Woman,White,Agriculture or Forestry,Seasonal Wildlife Biologist,39520,USD,US,Wyoming,Laramie,11 - 20 years,8 - 10 years,College degree
2021-04-27 12:07:00,45-54,Man,White,"Accounting, Banking & Finance",Assistant State Auditor,59527,USD,US,Washington,Tacoma,31 - 40 years,5-7 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Insurance,Product Manager,84000,USD,US,Illinois,Chicago,5-7 years,2 - 4 years,College degree
2021-04-27 12:07:00,35-44,Man,White,Engineering or Manufacturing,Manufacturing Engineer,89000,USD,US,Massachusetts,Beverly,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:07:00,65 or over,Man,White,Government and Public Administration,Attorney,165000,USD,US,District of Columbia,Washington,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:07:00,35-44,Woman,White,Education (Higher Education),Administrative Support Associate,33000,USD,US,North Carolina,Cullowhee,11 - 20 years,2 - 4 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Government and Public Administration,Staff attorney,83000,USD,US,Minnesota,St. Paul,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
2021-04-27 12:07:00,25-34,Woman,White,Retail,"Senior Manager, Credit Finance ",95000,USD,US,Ohio,Cincinnati,8 - 10 years,8 - 10 years,Master's degree
2021-04-27 12:07:00,35-44,Woman,White,Retail,Data Analyst,31200,USD,US,New Jersey,Iselin,11 - 20 years,11 - 20 years,College degree
2021-04-27 12:07:00,25-34,Woman,White,Law,Office Manager,51847,USD,US,Minnesota,Saint Paul,11 - 20 years,11 - 20 years,College degree
